Gen	Ram	Cpu	Peso	Robustez	Tiempo	
1070	0.574219	1.0	-1.0	1.0	-1.0	
1071	0.574219	1.0	-1.0	1.0	-1.0	
1072	0.574219	1.0	-1.0	1.0	-1.0	
1073	0.574219	1.0	-1.0	1.0	-1.0	
1074	0.574219	1.0	-1.0	1.0	-1.0	
1075	0.574219	1.0	-1.0	1.0	-1.0	
1076	0.574219	1.0	-1.0	1.0	-1.0	
1077	0.574219	1.0	-1.0	1.0	-1.0	
1078	0.574219	1.0	-1.0	1.0	-1.0	
1079	0.574219	1.0	-1.0	1.0	-1.0	
1080	0.574219	1.0	-1.0	1.0	-1.0	
1081	0.574219	1.0	-1.0	1.0	-1.0	
1082	0.574219	1.0	-1.0	1.0	-1.0	
1083	0.574219	1.0	-1.0	1.0	-1.0	
1084	0.574219	1.0	-1.0	1.0	-1.0	
1085	0.574219	1.0	-1.0	1.0	-1.0	
1086	0.574219	1.0	-1.0	1.0	-1.0	
1087	0.574219	1.0	-1.0	1.0	-1.0	
1088	0.574219	1.0	-1.0	1.0	-1.0	
1089	0.574219	1.0	-1.0	1.0	-1.0	
1090	0.574219	1.0	-1.0	1.0	-1.0	
1091	0.574219	1.0	-1.0	1.0	-1.0	
1092	0.574219	1.0	-1.0	1.0	-1.0	
1093	0.574219	1.0	-1.0	1.0	-1.0	
1094	0.574219	1.0	-1.0	1.0	-1.0	
1095	0.574219	1.0	-1.0	1.0	-1.0	
1096	0.574219	1.0	-1.0	1.0	-1.0	
1097	0.574219	1.0	-1.0	1.0	-1.0	
1098	0.574219	1.0	-1.0	1.0	-1.0	
1099	0.574219	1.0	-1.0	1.0	-1.0	
1100	0.574219	1.0	-1.0	1.0	-1.0	
1101	0.574219	1.0	-1.0	1.0	-1.0	
1102	0.574219	1.0	-1.0	1.0	-1.0	
1103	0.574219	1.0	-1.0	1.0	-1.0	
1104	0.574219	1.0	-1.0	1.0	-1.0	
1105	0.574219	1.0	-1.0	1.0	-1.0	
1106	0.574219	1.0	-1.0	1.0	-1.0	
1107	0.574219	1.0	-1.0	1.0	-1.0	
1108	0.574219	1.0	-1.0	1.0	-1.0	
1109	0.574219	1.0	-1.0	1.0	-1.0	
1110	0.574219	1.0	-1.0	1.0	-1.0	
1111	0.574219	1.0	-1.0	1.0	-1.0	
1112	0.574219	1.0	-1.0	1.0	-1.0	
1113	0.574219	1.0	-1.0	1.0	-1.0	
1114	0.574219	1.0	-1.0	1.0	-1.0	
1115	0.574219	1.0	-1.0	1.0	-1.0	
1116	0.574219	1.0	-1.0	1.0	-1.0	
1117	0.574219	1.0	-1.0	1.0	-1.0	
1118	0.574219	1.0	-1.0	1.0	-1.0	
1119	0.574219	1.0	-1.0	1.0	-1.0	
1120	0.574219	1.0	-1.0	1.0	-1.0	
1121	0.574219	1.0	-1.0	1.0	-1.0	
1122	0.574219	1.0	-1.0	1.0	-1.0	
1123	0.574219	1.0	-1.0	1.0	-1.0	
1124	0.574219	1.0	-1.0	1.0	-1.0	
1125	0.574219	1.0	-1.0	1.0	-1.0	
1126	0.574219	1.0	-1.0	1.0	-1.0	
1127	0.574219	1.0	-1.0	1.0	-1.0	
1128	0.574219	1.0	-1.0	1.0	-1.0	
1129	0.574219	1.0	-1.0	1.0	-1.0	
1130	0.574219	1.0	-1.0	1.0	-1.0	
1131	0.574219	1.0	-1.0	1.0	-1.0	
1132	0.574219	1.0	-1.0	1.0	-1.0	
1133	0.574219	1.0	-1.0	1.0	-1.0	
1134	0.574219	1.0	-1.0	1.0	-1.0	
1135	0.574219	1.0	-1.0	1.0	-1.0	
1136	0.574219	1.0	-1.0	1.0	-1.0	
1137	0.574219	1.0	-1.0	1.0	-1.0	
1138	0.574219	1.0	-1.0	1.0	-1.0	
1139	0.574219	1.0	-1.0	1.0	-1.0	
1140	0.574219	1.0	-1.0	1.0	-1.0	
1141	0.574219	1.0	-1.0	1.0	-1.0	
1142	0.574219	1.0	-1.0	1.0	-1.0	
1143	0.574219	1.0	-1.0	1.0	-1.0	
1144	0.574219	1.0	-1.0	1.0	-1.0	
1145	0.574219	1.0	-1.0	1.0	-1.0	
1146	0.574219	1.0	-1.0	1.0	-1.0	
1147	0.574219	1.0	-1.0	1.0	-1.0	
1148	0.574219	1.0	-1.0	1.0	-1.0	
1149	0.574219	1.0	-1.0	1.0	-1.0	
1150	0.574219	1.0	-1.0	1.0	-1.0	
1151	0.574219	1.0	-1.0	1.0	-1.0	
1152	0.574219	1.0	-1.0	1.0	-1.0	
1153	0.574219	1.0	-1.0	1.0	-1.0	
1154	0.574219	1.0	-1.0	1.0	-1.0	
1155	0.574219	1.0	-1.0	1.0	-1.0	
1156	0.574219	1.0	-1.0	1.0	-1.0	
1157	0.574219	1.0	-1.0	1.0	-1.0	
1158	0.574219	1.0	-1.0	1.0	-1.0	
1159	0.574219	1.0	-1.0	1.0	-1.0	
1160	0.574219	1.0	-1.0	1.0	-1.0	
1161	0.574219	1.0	-1.0	1.0	-1.0	
1162	0.574219	1.0	-1.0	1.0	-1.0	
1163	0.574219	1.0	-1.0	1.0	-1.0	
1164	0.574219	1.0	-1.0	1.0	-1.0	
1165	0.574219	1.0	-1.0	1.0	-1.0	
1166	0.574219	1.0	-1.0	1.0	-1.0	
1167	0.574219	1.0	-1.0	1.0	-1.0	
1168	0.574219	1.0	-1.0	1.0	-1.0	
1169	0.574219	1.0	-1.0	1.0	-1.0	
1170	0.574219	1.0	-1.0	1.0	-1.0	
1171	0.574219	1.0	-1.0	1.0	-1.0	
1172	0.574219	1.0	-1.0	1.0	-1.0	
1173	0.574219	1.0	-1.0	1.0	-1.0	
1174	0.574219	1.0	-1.0	1.0	-1.0	
1175	0.574219	1.0	-1.0	1.0	-1.0	
1176	0.574219	1.0	-1.0	1.0	-1.0	
1177	0.574219	1.0	-1.0	1.0	-1.0	
1178	0.574219	1.0	-1.0	1.0	-1.0	
1179	0.574219	1.0	-1.0	1.0	-1.0	
1180	0.574219	1.0	-1.0	1.0	-1.0	
1181	0.574219	1.0	-1.0	1.0	-1.0	
1182	0.574219	1.0	-1.0	1.0	-1.0	
1183	0.574219	1.0	-1.0	1.0	-1.0	
1184	0.574219	1.0	-1.0	1.0	-1.0	
1185	0.574219	1.0	-1.0	1.0	-1.0	
1186	0.574219	1.0	-1.0	1.0	-1.0	
1187	0.574219	1.0	-1.0	1.0	-1.0	
1188	0.574219	1.0	-1.0	1.0	-1.0	
1189	0.574219	1.0	-1.0	1.0	-1.0	
1190	0.574219	1.0	-1.0	1.0	-1.0	
1191	0.574219	1.0	-1.0	1.0	-1.0	
1192	0.574219	1.0	-1.0	1.0	-1.0	
1193	0.574219	1.0	-1.0	1.0	-1.0	
1194	0.574219	1.0	-1.0	1.0	-1.0	
1195	0.574219	1.0	-1.0	1.0	-1.0	
1196	0.574219	1.0	-1.0	1.0	-1.0	
1197	0.574219	1.0	-1.0	1.0	-1.0	
1198	0.574219	1.0	-1.0	1.0	-1.0	
1199	0.574219	1.0	-1.0	1.0	-1.0	
1200	0.574219	1.0	-1.0	1.0	-1.0	
1201	0.574219	1.0	-1.0	1.0	-1.0	
1202	0.574219	1.0	-1.0	1.0	-1.0	
1203	0.574219	1.0	-1.0	1.0	-1.0	
1204	0.574219	1.0	-1.0	1.0	-1.0	
1205	0.574219	1.0	-1.0	1.0	-1.0	
1206	0.574219	1.0	-1.0	1.0	-1.0	
1207	0.574219	1.0	-1.0	1.0	-1.0	
1208	0.574219	1.0	-1.0	1.0	-1.0	
1209	0.574219	1.0	-1.0	1.0	-1.0	
1210	0.574219	1.0	-1.0	1.0	-1.0	
1211	0.574219	1.0	-1.0	1.0	-1.0	
1212	0.574219	1.0	-1.0	1.0	-1.0	
1213	0.574219	1.0	-1.0	1.0	-1.0	
1214	0.574219	1.0	-1.0	1.0	-1.0	
1215	0.574219	1.0	-1.0	1.0	-1.0	
1216	0.574219	1.0	-1.0	1.0	-1.0	
1217	0.574219	1.0	-1.0	1.0	-1.0	
1218	0.574219	1.0	-1.0	1.0	-1.0	
1219	0.574219	1.0	-1.0	1.0	-1.0	
1220	0.574219	1.0	-1.0	1.0	-1.0	
1221	0.574219	1.0	-1.0	1.0	-1.0	
1222	0.574219	1.0	-1.0	1.0	-1.0	
1223	0.574219	1.0	-1.0	1.0	-1.0	
1224	0.574219	1.0	-1.0	1.0	-1.0	
1225	0.574219	1.0	-1.0	1.0	-1.0	
